filename,width,height,class,xmin,ymin,xmax,ymax
moderate_245_jpg.rf.216711e695a0d655420ca82c656124ea.jpg,256,191,Door,52,70,102,130
damage_8765_jpg.rf.216b253e204b06e7614cf76cc3457d0d.jpg,256,191,Bumper,39,92,161,136
damage_8765_jpg.rf.216b253e204b06e7614cf76cc3457d0d.jpg,256,191,Light,38,77,103,101
damage_9125_jpg.rf.217809c8ad53a67666860356b8121e4d.jpg,256,191,Bumper,51,48,156,118
damage_8602_jpg.rf.217613c45a4886c1efbfdc634b74190a.jpg,256,215,Bumper,44,104,210,194
damage_8602_jpg.rf.217613c45a4886c1efbfdc634b74190a.jpg,256,215,Fender,169,62,220,108
major_261_jpg.rf.21a1a59ec0a549e5a7914d4f88540dfa.jpg,256,256,Light,68,114,169,188
major_261_jpg.rf.21a1a59ec0a549e5a7914d4f88540dfa.jpg,256,256,Bumper,20,175,158,251
damage_4590_jpg.rf.2187cebbc62809c86219ccf827c85a2e.jpg,256,170,Light,42,34,155,133
damage_4590_jpg.rf.2187cebbc62809c86219ccf827c85a2e.jpg,256,170,Bonnet,9,1,142,87
damage_4590_jpg.rf.2187cebbc62809c86219ccf827c85a2e.jpg,256,170,Bumper,3,53,193,170
damage_1014_jpg.rf.21821bcd9932f3027e680ff2e10971a5.jpg,256,170,Light,3,18,226,159
damage_1014_jpg.rf.21821bcd9932f3027e680ff2e10971a5.jpg,256,170,Fender,190,0,256,104
damage_1014_jpg.rf.21821bcd9932f3027e680ff2e10971a5.jpg,256,170,Bumper,146,92,256,169
0002_JPEG.rf.21a9363147422aa787a92f0ce24b0c5e.jpg,256,194,Door,47,59,215,194
0002_JPEG.rf.21a9363147422aa787a92f0ce24b0c5e.jpg,256,194,Fender,212,122,256,177
damage_7364_jpg.rf.21c37e9f20716d8403255a61bb403ddc.jpg,256,169,Bumper,0,43,256,122
moderate_260_jpg.rf.21b2941ca2b698959adbd33a4bb76200.jpg,256,191,Fender,0,36,170,172
moderate_260_jpg.rf.21b2941ca2b698959adbd33a4bb76200.jpg,256,191,Door,147,46,179,104
damage_5406_jpg.rf.21c18777a2378c9ec87854622220a770.jpg,256,170,Fender,1,29,218,148
damage_5406_jpg.rf.21c18777a2378c9ec87854622220a770.jpg,256,170,Bumper,116,64,230,170
damage_8895_jpg.rf.21e40533ec989360d6ebead993b2078d.jpg,256,148,Bumper,76,78,210,125
damage_8895_jpg.rf.21e40533ec989360d6ebead993b2078d.jpg,256,148,Dickey,81,39,203,89
damage_3978_jpg.rf.21da662be597dc38b5887e2343b5aff2.jpg,256,191,Bumper,4,88,103,179
moderate_48_jpg.rf.220d8f80c47c9339ff6d8f8de1d14cc9.jpg,256,191,Bumper,86,111,209,181
moderate_48_jpg.rf.220d8f80c47c9339ff6d8f8de1d14cc9.jpg,256,191,Light,87,78,141,103
damage_742_jpg.rf.21faf70c07eff1a82baa899a14178b9d.jpg,256,170,Bumper,89,57,218,155
0179_JPEG.rf.22246684b6104f8bd9926105982f881a.jpg,191,256,Fender,73,60,191,194
damage_1269_jpg.rf.2237bb830a2e4f004690e7f142b21d47.jpg,256,170,Bumper,45,13,256,114
major_106_jpg.rf.21e1a763ed6cbdfeccd978af4ecfa99d.jpg,191,256,Bonnet,39,92,191,139
major_106_jpg.rf.21e1a763ed6cbdfeccd978af4ecfa99d.jpg,191,256,Bumper,52,162,191,211
major_106_jpg.rf.21e1a763ed6cbdfeccd978af4ecfa99d.jpg,191,256,Light,167,118,191,177
moderate_270_jpg.rf.220e9e2d16db6bb741dcafee03e6bebc.jpg,191,256,Door,18,66,121,124
damage_7203_jpg.rf.22383f81021686781b5cd9e9756a1c9b.jpg,256,170,Bumper,3,0,232,94
minor_77_jpg.rf.224a6c2366ff294e89296772df3b034c.jpg,256,171,Bumper,131,76,201,142
0029_JPEG.rf.2263e50a36436fb86b75f660068b3135.jpg,256,191,Door,2,0,144,169
damage_5507_jpg.rf.22687691415cf79e8956725c33191984.jpg,256,170,Bumper,126,145,255,170
damage_5507_jpg.rf.22687691415cf79e8956725c33191984.jpg,256,170,Dickey,80,1,256,77
damage_4643_jpg.rf.227a4c43d66972385cc8ca533dfcc5be.jpg,256,192,Bumper,20,5,256,185
0039_JPEG.rf.2273860c31c3898c5c2921943e065ce5.jpg,256,148,Bonnet,113,54,220,101
0039_JPEG.rf.2273860c31c3898c5c2921943e065ce5.jpg,256,148,Light,144,84,219,114
0039_JPEG.rf.2273860c31c3898c5c2921943e065ce5.jpg,256,148,Bumper,142,99,242,148
damage_1032_jpg.rf.227b617fd4bb70d2db4cf7c7178a599e.jpg,256,191,Bumper,58,55,186,191
damage_1032_jpg.rf.227b617fd4bb70d2db4cf7c7178a599e.jpg,256,191,Fender,0,1,176,62
damage_8799_jpg.rf.228b7fa4019d1356aafdba3ae7e99d85.jpg,256,191,Light,199,15,241,51
damage_8799_jpg.rf.228b7fa4019d1356aafdba3ae7e99d85.jpg,256,191,Bumper,5,51,247,146
damage_8799_jpg.rf.228b7fa4019d1356aafdba3ae7e99d85.jpg,256,191,Bonnet,107,15,185,63
damage_8799_jpg.rf.228b7fa4019d1356aafdba3ae7e99d85.jpg,256,191,Light,6,68,43,95
damage_7425_jpg.rf.22a0c27e0df168d5f391a3345eb6e0e3.jpg,256,170,Fender,0,0,142,170
moderate_109_jpg.rf.22ce3e4367e7e9609645f9e8c904b63f.jpg,256,192,Bonnet,0,0,255,120
moderate_109_jpg.rf.22ce3e4367e7e9609645f9e8c904b63f.jpg,256,192,Bumper,14,83,256,192
major_1_jpg.rf.22ff5aed372e976ecfc577f697c203b6.jpg,256,134,Windshield,75,2,226,60
major_1_jpg.rf.22ff5aed372e976ecfc577f697c203b6.jpg,256,134,Door,17,6,123,120
major_1_jpg.rf.22ff5aed372e976ecfc577f697c203b6.jpg,256,134,Bonnet,144,47,256,113
major_1_jpg.rf.22ff5aed372e976ecfc577f697c203b6.jpg,256,134,Fender,110,55,184,132
major_1_jpg.rf.22ff5aed372e976ecfc577f697c203b6.jpg,256,134,Bumper,182,109,256,133
major_138_jpg.rf.22e82d99aa036dc9c9f62f4f6e00dec7.jpg,256,182,Bonnet,11,17,163,70
major_138_jpg.rf.22e82d99aa036dc9c9f62f4f6e00dec7.jpg,256,182,Bumper,42,82,187,150
0042_JPEG.rf.2312d67f9db36a4c0abcddca9ecd6f82.jpg,256,191,Light,56,51,84,79
0042_JPEG.rf.2312d67f9db36a4c0abcddca9ecd6f82.jpg,256,191,Bumper,30,77,249,131
0042_JPEG.rf.2312d67f9db36a4c0abcddca9ecd6f82.jpg,256,191,Bonnet,151,23,242,71
major_27_jpg.rf.22f8286ae03b26df9a2349c0d3e07167.jpg,256,167,Door,51,51,139,131
major_27_jpg.rf.22f8286ae03b26df9a2349c0d3e07167.jpg,256,167,Fender,134,78,219,142
major_27_jpg.rf.22f8286ae03b26df9a2349c0d3e07167.jpg,256,167,Windshield,104,46,191,78
minor_151_jpg.rf.231c140a4361a9b873f70308f41daa76.jpg,256,170,Dickey,36,35,221,107
minor_151_jpg.rf.231c140a4361a9b873f70308f41daa76.jpg,256,170,Bumper,24,92,215,147
moderate_67_jpg.rf.2324ee83bc6fe18c77b19469b8ab8401.jpg,256,181,Door,71,38,139,108
0049_JPEG.rf.470f4267e6b55751d2a6ba241031de79.jpg,256,143,Fender,114,60,158,84
0049_JPEG.rf.470f4267e6b55751d2a6ba241031de79.jpg,256,143,Bumper,128,81,165,113
damage_3961_jpg.rf.478bc26438a92dc40ba5d5c789d4c178.jpg,256,170,Door,40,13,225,169
damage_3961_jpg.rf.478bc26438a92dc40ba5d5c789d4c178.jpg,256,170,Fender,0,17,45,166
damage_2824_jpg.rf.481938b069c20d2c8f411bdd08f1d6b1.jpg,256,170,Light,35,58,176,109
moderate_45_jpg.rf.483a482ba417564b5794c856adce9e74.jpg,256,143,Windshield,26,9,203,90
minor_3_jpg.rf.47326b7a6d7136e925a5286ed0f41e99.jpg,256,153,Bumper,87,56,163,105
damage_7124_jpg.rf.47af2ab4cce8f9d00b5bfbf6855c7bf6.jpg,256,170,Bumper,47,53,230,170
moderate_270_jpg.rf.4820f7df557a2bc96a395ef88583c706.jpg,191,256,Door,19,67,122,124
major_283_jpg.rf.477b8f0d1465c815b189d608bca27086.jpg,256,143,Bumper,27,13,180,122
moderate_8_jpg.rf.47bf2beab497fc2d346e55de04456826.jpg,256,191,Windshield,25,34,256,142
moderate_8_jpg.rf.47bf2beab497fc2d346e55de04456826.jpg,256,191,Fender,102,114,206,186
damage_5508_jpg.rf.47a398ed0ba8aeb021b28af1f46e9780.jpg,256,170,Bumper,5,110,100,170
damage_5508_jpg.rf.47a398ed0ba8aeb021b28af1f46e9780.jpg,256,170,Dickey,0,0,163,100
damage_3430_jpg.rf.47d49f216fc9fb13288f962102bb715a.jpg,256,171,Bumper,2,87,250,171
damage_3430_jpg.rf.47d49f216fc9fb13288f962102bb715a.jpg,256,171,Fender,134,3,256,130
damage_2373_jpg.rf.477d36627fa795423b954db5451c0f56.jpg,256,170,Fender,10,25,177,132
major_23_jpg.rf.4792edaec58d87e9c9e70f0b0aee51c6.jpg,256,143,Light,197,51,231,86
major_23_jpg.rf.4792edaec58d87e9c9e70f0b0aee51c6.jpg,256,143,Fender,143,49,219,85
major_23_jpg.rf.4792edaec58d87e9c9e70f0b0aee51c6.jpg,256,143,Door,103,55,143,92
moderate_277_jpg.rf.4830d73adc3bf676e3a771f1583d7093.jpg,191,256,Bonnet,5,87,172,129
moderate_277_jpg.rf.4830d73adc3bf676e3a771f1583d7093.jpg,191,256,Bumper,1,127,142,199
moderate_277_jpg.rf.4830d73adc3bf676e3a771f1583d7093.jpg,191,256,Light,89,130,126,155
moderate_219_jpg.rf.4868f5ecc10ffcea0ec3b37684aa5628.jpg,256,171,Bonnet,0,0,244,107
moderate_219_jpg.rf.4868f5ecc10ffcea0ec3b37684aa5628.jpg,256,171,Bumper,3,81,156,170
damage_4487_jpg.rf.483fbfb30918269f613e75b592891eec.jpg,256,170,Bumper,0,35,96,116
damage_7355_jpg.rf.486e2a3d199204512935695a91b7fbf4.jpg,256,170,Bumper,71,13,156,126
damage_217_jpg.rf.47688108697cb7db398f2f21e5bffaa3.jpg,256,170,Door,42,2,256,170
major_112_jpg.rf.4802b51e229c4135e471a319acca2aa3.jpg,256,147,Bumper,1,49,178,143
major_112_jpg.rf.4802b51e229c4135e471a319acca2aa3.jpg,256,147,Bonnet,1,25,139,68
damage_6770_jpg.rf.47f683f2dbe5ee8bfc06cabe00235726.jpg,169,256,Windshield,0,0,161,210
moderate_44_jpg.rf.486fe6df1c960134e94aee6053944360.jpg,256,191,Fender,130,64,241,163
0229_JPEG.rf.46c93aa67e41f0ea2e06514c28cbc981.jpg,256,191,Bonnet,62,47,192,97
0229_JPEG.rf.46c93aa67e41f0ea2e06514c28cbc981.jpg,256,191,Light,174,66,200,89
0229_JPEG.rf.46c93aa67e41f0ea2e06514c28cbc981.jpg,256,191,Bumper,80,83,231,136
damage_3081_jpg.rf.474c7762e9d462186a7b4e54c3ce2bc4.jpg,256,170,Windshield,109,2,256,170
damage_4645_jpg.rf.478d2971016efb15658ba2a2e33146b3.jpg,256,192,Bumper,46,0,198,192
moderate_287_jpg.rf.47cf4b5540a8ee26eb6d32d39e5014e1.jpg,256,191,Fender,40,15,196,66
moderate_287_jpg.rf.47cf4b5540a8ee26eb6d32d39e5014e1.jpg,256,191,Bumper,160,56,245,162
damage_6736_jpg.rf.4879f7c8be5de7e8a074122d556a5033.jpg,256,170,Windshield,0,0,256,170
damage_4690_jpg.rf.4876a566add822d8d82b83745973ce3f.jpg,256,170,Bumper,73,12,256,170
minor_130_jpg.rf.47cf5c533ae3f3bced97342a4b14203e.jpg,191,256,Bumper,44,89,157,147
damage_871_jpg.rf.487e3123df37582f16f2f8cc59e1c1ec.jpg,256,170,Windshield,0,11,256,170
moderate_6_jpg.rf.478bc2364ffca5d804b7e9e52fcac5dc.jpg,256,170,Door,40,13,200,137
moderate_290_jpg.rf.47704fbd3e0a64e774dfc4d421d57463.jpg,256,191,Door,28,36,89,108
moderate_290_jpg.rf.47704fbd3e0a64e774dfc4d421d57463.jpg,256,191,Fender,6,38,42,82
damage_5983_jpg.rf.47db79d0a1694dfb359eb723c2a3adeb.jpg,256,192,Bumper,0,29,256,192
damage_8239_jpg.rf.488aa74ff5e03c7f04e9ebe184cec33b.jpg,256,170,Bumper,0,20,190,134
damage_6981_jpg.rf.48a03547909bf39846eeead8844f7278.jpg,256,170,Windshield,0,0,219,170
damage_4571_jpg.rf.4881a07f1cd616a5e571802a99331a38.jpg,256,170,Bumper,129,23,256,169
damage_7778_jpg.rf.4894bd8e397a2634a5ecad2ed973857d.jpg,256,205,Fender,101,42,246,136
moderate_27_jpg.rf.48c41f1363cb04bc130dca599a2124eb.jpg,256,191,Windshield,56,58,184,96
minor_179_jpg.rf.48d9fda2d1ca3334298ce252f61f735d.jpg,256,143,Bonnet,65,46,207,69
damage_769_jpg.rf.48f3fc0bb67ef80e41ddf201b590cc7a.jpg,256,170,Bumper,23,79,125,140
damage_769_jpg.rf.48f3fc0bb67ef80e41ddf201b590cc7a.jpg,256,170,Fender,101,30,163,69
damage_769_jpg.rf.48f3fc0bb67ef80e41ddf201b590cc7a.jpg,256,170,Light,15,38,86,86
damage_549_jpg.rf.4901f6ec8101057ec20bb224e2a19543.jpg,256,183,Windshield,0,13,256,167
damage_331_jpg.rf.4900c4bb1a90ccd6ef9e85b9114ecd71.jpg,256,170,Windshield,60,0,256,108
damage_8922_jpg.rf.49157bfc2e6ee4c357a735478192880f.jpg,256,191,Door,38,40,156,162
damage_1546_jpg.rf.491e0ca2b2c63751207d7ca7931cd02a.jpg,256,170,Bumper,2,97,78,170
damage_1546_jpg.rf.491e0ca2b2c63751207d7ca7931cd02a.jpg,256,170,Fender,85,37,256,148
damage_6074_jpg.rf.4937a11c919d555d8f838ae2e9aa0e0e.jpg,256,170,Fender,7,0,107,94
damage_6074_jpg.rf.4937a11c919d555d8f838ae2e9aa0e0e.jpg,256,170,Door,98,14,256,170
0032_JPEG.rf.4918b0f6a8e0858c754a301c05f3dfab.jpg,256,170,Bonnet,68,16,222,78
0032_JPEG.rf.4918b0f6a8e0858c754a301c05f3dfab.jpg,256,170,Bumper,88,79,234,138
0032_JPEG.rf.4918b0f6a8e0858c754a301c05f3dfab.jpg,256,170,Light,104,58,148,86
0032_JPEG.rf.4918b0f6a8e0858c754a301c05f3dfab.jpg,256,170,Fender,41,35,107,86
damage_5257_jpg.rf.491d1ccd404edb3f76e5cc3e2e8bbd40.jpg,256,192,Fender,46,25,105,81
damage_5257_jpg.rf.491d1ccd404edb3f76e5cc3e2e8bbd40.jpg,256,192,Bumper,30,52,63,124
minor_132_jpg.rf.49237e9e04d83479073694fe5f674418.jpg,256,256,Light,89,108,144,155
damage_2852_jpg.rf.4952cdfe6d05b9e298144012e9277fde.jpg,256,170,Door,0,2,256,170
damage_3395_jpg.rf.49649798fef0366d85da60edba0796d9.jpg,256,170,Door,4,0,215,170
0223_JPEG.rf.4983116be7de63553eaa0f96e7acf492.jpg,256,191,Bumper,46,108,110,143
0223_JPEG.rf.4983116be7de63553eaa0f96e7acf492.jpg,256,191,Fender,64,59,195,154
0223_JPEG.rf.4983116be7de63553eaa0f96e7acf492.jpg,256,191,Door,191,92,254,155
major_263_jpg.rf.499aa1f440816fbe5b84a00eccdf5bb3.jpg,256,143,Dickey,75,40,186,114
major_263_jpg.rf.499aa1f440816fbe5b84a00eccdf5bb3.jpg,256,143,Bumper,46,90,124,142
major_263_jpg.rf.499aa1f440816fbe5b84a00eccdf5bb3.jpg,256,143,Light,92,84,122,123
major_263_jpg.rf.499aa1f440816fbe5b84a00eccdf5bb3.jpg,256,143,Fender,121,28,236,115
damage_5130_jpg.rf.49dcb5cec8b7c68d741062eb267682df.jpg,256,170,Bumper,0,29,198,170
damage_5130_jpg.rf.49dcb5cec8b7c68d741062eb267682df.jpg,256,170,Light,0,1,133,97
moderate_134_jpg.rf.49e29076bfd1b56a5476aff9d7618626.jpg,256,161,Dickey,19,64,101,122
moderate_134_jpg.rf.49e29076bfd1b56a5476aff9d7618626.jpg,256,161,Windshield,19,64,100,89
damage_4214_jpg.rf.49e85972b506af53edf44d5ff3e5ba8d.jpg,256,170,Fender,0,5,203,129
damage_8455_jpg.rf.49f7814e4874b2aca062c2c1404883bc.jpg,256,143,Windshield,123,18,173,50
damage_8455_jpg.rf.49f7814e4874b2aca062c2c1404883bc.jpg,256,143,Dickey,166,23,224,56
damage_8455_jpg.rf.49f7814e4874b2aca062c2c1404883bc.jpg,256,143,Bumper,165,84,224,107
damage_932_jpg.rf.4a009d15bb9d081fb5b42feb2c31bdea.jpg,256,170,Windshield,0,0,256,130
major_340_jpg.rf.4a081d5aad00316e8456f5dacbf11fbd.jpg,256,160,Fender,92,58,168,105
major_340_jpg.rf.4a081d5aad00316e8456f5dacbf11fbd.jpg,256,160,Bumper,169,70,248,126
major_340_jpg.rf.4a081d5aad00316e8456f5dacbf11fbd.jpg,256,160,Bonnet,97,44,227,88
damage_6700_jpg.rf.4a103d9968c6e43ab3fe4e177c7a828e.jpg,256,170,Door,0,0,256,170
0058_JPEG.rf.4a12b5d3675407bc64ec7d53d3c0df48.jpg,256,143,Bonnet,146,59,178,73
0058_JPEG.rf.4a12b5d3675407bc64ec7d53d3c0df48.jpg,256,143,Fender,145,73,165,90
0058_JPEG.rf.4a12b5d3675407bc64ec7d53d3c0df48.jpg,256,143,Bumper,171,79,184,93
minor_188_jpg.rf.4a0560a681b0d35edff7cb4d5e92c15c.jpg,256,143,Fender,78,41,171,86
major_314_jpg.rf.4a1894f3dddd64c6046e6aafc809ef0c.jpg,256,191,Bonnet,52,52,204,105
major_314_jpg.rf.4a1894f3dddd64c6046e6aafc809ef0c.jpg,256,191,Bumper,53,105,228,183
major_314_jpg.rf.4a1894f3dddd64c6046e6aafc809ef0c.jpg,256,191,Light,45,70,74,108
minor_6_jpg.rf.4a5ab108b4307c00c5a4fea617b6817d.jpg,171,256,Fender,30,74,83,116
minor_6_jpg.rf.4a5ab108b4307c00c5a4fea617b6817d.jpg,171,256,Bumper,48,118,79,151
damage_4429_jpg.rf.4a29df45e1b86b0e052df4b277a4a3c5.jpg,256,191,Bumper,1,36,255,191
damage_5499_jpg.rf.4a48a8b8dc945586e078eff88fc06041.jpg,256,170,Dickey,0,0,142,163
damage_738_jpg.rf.4a2d77a7f870eee3772cdc165a716018.jpg,256,166,Fender,47,55,197,163
major_280_jpg.rf.4a5289cac82a86783052e342c3ee4e38.jpg,256,170,Fender,90,43,208,98
major_280_jpg.rf.4a5289cac82a86783052e342c3ee4e38.jpg,256,170,Bonnet,91,21,196,69
major_280_jpg.rf.4a5289cac82a86783052e342c3ee4e38.jpg,256,170,Bumper,78,89,114,130
minor_139_jpg.rf.4a7ecb994f6cc4a91126d6c06ead9195.jpg,256,143,Fender,53,54,196,107
minor_139_jpg.rf.4a7ecb994f6cc4a91126d6c06ead9195.jpg,256,143,Door,182,80,217,121
minor_28_jpg.rf.4a5bf93a8a05acec50a71ecc3ef1c55b.jpg,256,170,Fender,12,43,168,153
minor_28_jpg.rf.4a5bf93a8a05acec50a71ecc3ef1c55b.jpg,256,170,Door,167,114,256,170
damage_6939_jpg.rf.4aa6cdcbd145f8ecfb41db3d64d669c3.jpg,256,170,Windshield,0,19,256,122
minor_30_jpg.rf.4a9f2dfe1b107be6d74c4f63b3ecaf32.jpg,256,171,Bumper,96,94,153,133
damage_449_jpg.rf.4aaa86b001ed955dc4ad905725643025.jpg,256,181,Windshield,93,17,256,115
0015_JPEG.rf.4ac048234e04a4e3a4e5ad4d47f404c7.jpg,256,191,Bumper,47,75,213,169
damage_2511_jpg.rf.4b131f8c39d812b9e667c69bc5bee4fc.jpg,256,192,Bumper,2,52,253,183
moderate_38_jpg.rf.4b0c86b0d22da24883e34de7a3823ac2.jpg,256,191,Fender,106,46,187,99
moderate_38_jpg.rf.4b0c86b0d22da24883e34de7a3823ac2.jpg,256,191,Light,92,64,127,94
moderate_38_jpg.rf.4b0c86b0d22da24883e34de7a3823ac2.jpg,256,191,Bumper,52,93,180,149
moderate_38_jpg.rf.4b0c86b0d22da24883e34de7a3823ac2.jpg,256,191,Dickey,3,35,136,102
0015_JPEG.rf.4addea27bea0545a8c406c6dfd2e1e1b.jpg,256,191,Fender,9,62,125,160
0015_JPEG.rf.4addea27bea0545a8c406c6dfd2e1e1b.jpg,256,191,Door,190,99,228,134
0167_JPEG.rf.4b22b750d7cd79e405994f4eb89b0108.jpg,256,191,Fender,76,65,140,127
0167_JPEG.rf.4b22b750d7cd79e405994f4eb89b0108.jpg,256,191,Light,120,86,165,116
0167_JPEG.rf.4b22b750d7cd79e405994f4eb89b0108.jpg,256,191,Bonnet,86,44,233,109
0167_JPEG.rf.4b22b750d7cd79e405994f4eb89b0108.jpg,256,191,Bumper,130,92,238,152
damage_6313_jpg.rf.4b3b3ebbfe6ecd79c6401a2cec168284.jpg,256,170,Fender,32,46,248,170
damage_384_jpg.rf.4b6429535cc5e2a9f0a2189a9fc01d71.jpg,256,182,Windshield,0,0,256,180
damage_3968_jpg.rf.4b486ab313bb0ba3023c1b2dc6d5e960.jpg,256,170,Windshield,0,52,255,170
damage_8037_jpg.rf.4b736ea02a4739887aea6d89adc15b5d.jpg,256,170,Bumper,77,4,256,167
moderate_231_jpg.rf.4b76af91e5ac1d88b07cc6be8d69b720.jpg,256,143,Windshield,3,26,256,124
0005_JPEG.rf.4b875ff619bff9ca648c69b6b7aa530e.jpg,256,191,Bonnet,58,49,202,115
0005_JPEG.rf.4b875ff619bff9ca648c69b6b7aa530e.jpg,256,191,Bumper,46,105,211,161
0005_JPEG.rf.4b875ff619bff9ca648c69b6b7aa530e.jpg,256,191,Light,167,102,199,122
0005_JPEG.rf.4b875ff619bff9ca648c69b6b7aa530e.jpg,256,191,Light,57,105,82,125
damage_6708_jpg.rf.4b82b4f24ac2fda042a40da1540d68ad.jpg,256,170,Windshield,14,21,256,142
damage_8263_jpg.rf.4b88a3caa2efd288cadd749df1ce2108.jpg,256,164,Door,17,33,244,121
major_100_jpg.rf.4bae30466385eff992e4f69f97896304.jpg,255,201,Windshield,101,53,152,92
major_100_jpg.rf.4bae30466385eff992e4f69f97896304.jpg,255,201,Bonnet,114,60,231,102
major_100_jpg.rf.4bae30466385eff992e4f69f97896304.jpg,255,201,Fender,102,99,188,152
major_100_jpg.rf.4bae30466385eff992e4f69f97896304.jpg,255,201,Bumper,173,96,241,155
0015_JPEG.rf.4bd519c77172183cbac0cc2005c1331f.jpg,256,191,Light,146,75,243,115
0015_JPEG.rf.4bd519c77172183cbac0cc2005c1331f.jpg,256,191,Bumper,117,109,256,187
0015_JPEG.rf.4bd519c77172183cbac0cc2005c1331f.jpg,256,191,Bonnet,95,1,240,75
damage_7849_jpg.rf.4bb668d86f9b5e97c90653869c26e9ea.jpg,256,170,Bumper,2,55,190,170
damage_7849_jpg.rf.4bb668d86f9b5e97c90653869c26e9ea.jpg,256,170,Light,26,10,154,62
damage_7849_jpg.rf.4bb668d86f9b5e97c90653869c26e9ea.jpg,256,170,Fender,119,0,191,71
damage_7849_jpg.rf.4bb668d86f9b5e97c90653869c26e9ea.jpg,256,170,Bonnet,3,0,135,18
damage_9079_jpg.rf.4ba9eed37fa405bcbe4c2207ee41d512.jpg,170,256,Fender,0,53,170,232
damage_1699_jpg.rf.4ba5dc87c727b31dd909b6771bf71237.jpg,256,170,Bumper,0,21,256,159
0201_jpeg.rf.4bd07557aadc91f7ec2b679a3726347d.jpg,256,191,Door,111,80,151,131
damage_7170_jpg.rf.4bf65d3f35edb905523c99690dee8bef.jpg,256,144,Bumper,77,62,120,142
damage_3951_jpg.rf.4bd77f6eb24914e21949933db03bcac2.jpg,256,170,Door,40,1,190,148
damage_5987_jpg.rf.4bfb7a6688c91302bb4aeee75894dffb.jpg,256,163,Door,0,0,256,163
major_307_jpg.rf.4c236ff030e0920da8e2c27dd8f36068.jpg,256,185,Bonnet,50,57,193,114
major_307_jpg.rf.4c236ff030e0920da8e2c27dd8f36068.jpg,256,185,Bumper,42,62,216,167
major_14_jpg.rf.4c280f7cd92e104fc46052270a6cac84.jpg,256,194,Door,96,57,182,103
major_14_jpg.rf.4c280f7cd92e104fc46052270a6cac84.jpg,256,194,Fender,176,62,205,102
major_14_jpg.rf.4c280f7cd92e104fc46052270a6cac84.jpg,256,194,Fender,23,53,93,76
major_14_jpg.rf.4c280f7cd92e104fc46052270a6cac84.jpg,256,194,Fender,204,64,239,74
0038_JPEG.rf.4c5e7d3730bccd50dd5a2317202dbed9.jpg,256,191,Door,131,96,163,141
0038_JPEG.rf.4c5e7d3730bccd50dd5a2317202dbed9.jpg,256,191,Fender,101,96,135,127
0038_JPEG.rf.4c5e7d3730bccd50dd5a2317202dbed9.jpg,256,191,Door,159,95,185,128
damage_549_jpg.rf.4c2e7dfeb429400aaf14b6cf96a53d42.jpg,256,183,Windshield,0,0,256,183
damage_4995_jpg.rf.4c4fdbba1778f81cdd8cecaa496e474c.jpg,191,256,Door,21,0,191,256
minor_54_jpg.rf.4c5d4b64a007253f210772ca75556b1c.jpg,256,191,Door,79,66,154,116
moderate_262_jpg.rf.4c5cedc5ca3d8a2dd47eb2c62a172a97.jpg,256,191,Door,66,44,128,134
minor_206_jpg.rf.4c789d666f9b08172ef38f68c9bae629.jpg,256,191,Bumper,36,123,165,163
moderate_121_jpg.rf.4c8d516ca22f95693afcd4582f4f5de9.jpg,256,171,Bonnet,1,14,230,101
moderate_264_jpg.rf.4c9d3f0de0cc4ed819710897b0ec9d19.jpg,256,191,Fender,92,77,135,119
moderate_264_jpg.rf.4c9d3f0de0cc4ed819710897b0ec9d19.jpg,256,191,Door,43,67,97,132
damage_1269_jpg.rf.4c8b13894e20f025b8ce09db2d4382a2.jpg,256,170,Bumper,48,23,256,111
moderate_205_jpg.rf.4cd0f7728df608166345dd5505af63b1.jpg,256,191,Windshield,105,61,256,188
moderate_205_jpg.rf.4cd0f7728df608166345dd5505af63b1.jpg,256,191,Fender,35,112,96,181
moderate_139_jpg.rf.4ccd7d91cab6e47102ef722db88fee89.jpg,256,191,Bumper,82,108,177,154
moderate_139_jpg.rf.4ccd7d91cab6e47102ef722db88fee89.jpg,256,191,Fender,77,61,134,125
moderate_139_jpg.rf.4ccd7d91cab6e47102ef722db88fee89.jpg,256,191,Bonnet,82,55,164,99
damage_5139_jpg.rf.4cd28471fb6288b17529f488b3f7087f.jpg,256,169,Bonnet,0,0,217,26
damage_5139_jpg.rf.4cd28471fb6288b17529f488b3f7087f.jpg,256,169,Bumper,62,63,256,168
minor_51_jpg.rf.4cd03eeb33d7f085ca49f19980e4db5a.jpg,256,170,Door,43,13,205,163
0043_jpeg.rf.4ce44bdedf553a141b700bfea9d8f8fe.jpg,256,214,Bonnet,0,58,213,172
0043_jpeg.rf.4ce44bdedf553a141b700bfea9d8f8fe.jpg,256,214,Light,138,153,211,185
minor_32_jpg.rf.4cddf38a7562bc23b49ee23433d6a9fa.jpg,256,155,Fender,172,83,234,125
minor_32_jpg.rf.4cddf38a7562bc23b49ee23433d6a9fa.jpg,256,155,Door,94,67,147,111
damage_8189_jpg.rf.4cedb3abaa7addffea8a99884606b7b3.jpg,256,170,Windshield,0,0,256,170
0017_JPEG.rf.4cfb43c22c32b400e41e35bdf25a97e3.jpg,256,170,Bonnet,78,45,226,90
0017_JPEG.rf.4cfb43c22c32b400e41e35bdf25a97e3.jpg,256,170,Bumper,98,76,249,149
damage_4091_jpg.rf.4d3af9d864edbdd188e2f0e30f6ae3e7.jpg,256,200,Light,98,83,155,150
